"","lfd","long","lat","hunde","type"
"559",559,7.22017,47.59449,"Hunde","nd"
"560",560,7.25483,47.58601,"Hünda","nd"
"561",561,7.3467,47.65852,"Hunda","nd"
"562",562,7.42236,47.66739,"Hüng","ng"
"563",563,7.42684,47.65714,"Hüng","ng"
"564",564,7.44285,47.65062,"Heng","ng"
"565",565,7.45597,47.6532,"Heng","ng"
"566",566,7.34876,47.63135,"Hunde","nd"
"567",567,7.41155,47.6393,"Hing, Heng","ng"
"568",568,7.42942,47.6261,"Hung","ng"
"569",569,7.47707,47.63392,"Heng","ng"
"570",570,7.35483,47.59947,"Hung","ng"
"571",571,7.36877,47.59592,"Hunda","nd"
"572",572,7.27884,48.0862,"Hend","nd"
"573",573,7.46442,47.59288,"Heng","ng"
"574",574,7.46442,47.59288,"Heng","ng"
"575",575,7.44156,47.61975,"Hing","ng"
"576",576,7.45901,47.62634,"Heng","ng"
"577",577,7.37595,47.65241,"Hunda, (Hing)","nd"
"578",578,7.394,47.65091,"Hung","ng"
"579",579,7.394,47.65091,"Hung","ng"
"580",580,7.3676,47.62375,"Hunde","nd"
"581",581,7.53541,47.66186,"k.A.","0"
"582",582,7.56471,47.64989,"Hünd","nd"
"583",583,7.56471,47.64989,"Hünd","nd"
"584",584,7.59628,47.66366,"Hung","ng"
"585",585,7.62759,47.65706,"Hung","ng"
"586",586,7.64842,47.6562,"Hünd","nd"
"587",587,7.65387,47.67054,"Hüng","ng"
"588",588,7.64143,47.64099,"Hünd","nd"
"589",589,7.62403,47.63133,"Hünd","nd"
"590",590,7.59518,47.63113,"Hünd","nd"
"591",591,7.58103,47.627,"k.A.","0"
"592",592,7.53493,47.63685,"Hind","nd"
"593",593,7.52868,47.62399,"Hend","nd"
"594",594,7.49611,47.60128,"Huend","nd"
"595",595,7.49611,47.60128,"Hend","nd"
"596",596,7.49611,47.60128,"Hend","nd"
"597",597,7.57149,47.60532,"Hünd","nd"
"598",598,7.58374,47.5912,"Hind","nd"
"599",599,7.63299,47.59278,"Hund","nd"
"600",600,7.66409,47.61258,"Hünd","nd"
"601",601,7.66409,47.61258,"Hünd","nd"
"602",602,7.65564,47.62739,"Hund, Hünd","nd"
"603",603,7.61378,47.61384,"Hünd","nd"
"604",604,7.62133,47.62261,"Hüng","ng"
"605",605,7.72778,47.66132,"Hünd","nd"
"606",606,7.79884,47.65734,"Hund, Hünd","nd"
"607",607,7.82315,47.64973,"Hünd","nd"
"608",608,7.67898,47.63703,"Hünd","nd"
"609",609,7.69375,47.64287,"Hünd","nd"
"610",610,7.69236,47.63395,"Hünd","nd"
"611",611,7.73911,47.64447,"Hund","nd"
"612",612,7.74574,47.63943,"Hünd","nd"
"613",613,7.74114,47.63121,"Hünd","nd"
"614",614,7.77782,47.64075,"Hünd","nd"
"615",615,7.81236,47.63655,"Hünd","nd"
"616",616,7.81682,47.6184,"Hünd","nd"
"617",617,7.76116,47.61477,"Hünd","nd"
"618",618,7.79067,47.60301,"Hünd","nd"
"619",619,7.78875,47.55945,"Hünd","nd"
"620",620,7.68772,47.58811,"Hünd","nd"
"621",621,7.79868,47.58875,"Hund, Hünde","nd"
"622",622,7.79868,47.58875,"Hund, Hünd","nd"
"623",623,7.7716,47.57363,"Hünd","nd"
"624",624,7.78875,47.55945,"Hund, Hünd ","nd"
"625",625,7.72902,47.55493,"Hund","nd"
"626",626,7.69103,47.54989,"Hünd","nd"
"627",627,7.83602,47.66179,"Hund","nd"
"628",628,7.86873,47.6649,"Hund","nd"
"629",629,7.89786,47.65393,"Hünd","nd"
"630",630,7.97459,47.65405,"Hünd","nd"
"631",631,7.99251,47.65054,"Hünd","nd"
"632",632,7.976,47.63697,"Hünnd","nd"
"633",633,7.94873,47.62902,"Hünd","nd"
"634",634,7.97772,47.61891,"Hünd","nd"
"635",635,7.95943,47.61266,"Hünd","nd"
"636",636,7.97281,47.60577,"Hünd","nd"
"637",637,7.91396,47.59228,"Hünd","nd"
"638",638,7.87989,47.59379,"Hünd","nd"
"639",639,7.85693,47.61597,"Hünd","nd"
"640",640,7.9045,47.62927,"Hünd","nd"
"641",641,7.83816,47.6471,"Hund","nd"
"642",642,7.91336,47.56871,"Hünde","nd"
"643",643,7.96171,47.57476,"Hünd","nd"
"644",644,7.15001,47.56535,"Hund","nd"
"645",645,7.13734,47.57341,"Hunda","nd"
"646",646,7.53712,47.91578,"Hend","nd"
"647",647,7.53712,47.91578,"Hiend","nd"
"648",648,7.53396,47.88426,"Händ","nd"
"649",649,7.51712,47.85248,"Hend","nd"
"650",650,7.63735,47.8479,"Hind","nd"
"651",651,7.63962,47.85945,"Hünd","nd"
"652",652,7.66768,47.87108,"Hünd","nd"
"653",653,7.65221,47.8908,"Hünd","nd"
"654",654,7.62385,47.91694,"Hund","nd"
"655",655,7.59238,47.87313,"Hund","nd"
"656",656,7.57779,47.84303,"Hünd","nd"
"657",657,7.66581,47.90315,"Hünd","nd"
"658",658,7.68027,47.88527,"Hünd","nd"
"659",659,7.69689,47.87134,"Hind","nd"
"660",660,7.70076,47.86061,"Hund","nd"
"661",661,7.67244,47.95561,"Hund","nd"
"662",662,7.70727,47.84122,"Hund","nd"
"663",663,7.78649,47.85518,"Hund, Hünde","nd"
"664",664,7.79435,47.84136,"Hünd","nd"
"665",665,7.72962,47.88166,"Hund","nd"
"666",666,7.72184,47.87162,"Hund, Hind","nd"
"667",667,7.70333,47.91813,"Hund, Hind","nd"
"668",668,7.75208,47.91557,"Hünd","nd"
"669",669,7.81186,47.87153,"Hind","nd"
"670",670,7.86115,47.84975,"Hind","nd"
"671",671,7.8814,47.84169,"Hund","nd"
"672",672,7.92836,47.843,"Hind","nd"
"673",673,7.94335,47.85074,"Hind","nd"
"674",674,7.91725,47.857,"Hind","nd"
"675",675,7.94887,47.89511,"Hünd","nd"
"676",676,7.89778,47.90096,"hind","nd"
"677",677,7.965,47.93356,"Hund, Hind","nd"
"678",678,7.83776,47.909,"Hund","nd"
"679",679,7.87525,47.8938,"Hünd","nd"
"680",680,7.97372,47.84091,"Hend","nd"
"681",681,7.83588,47.87776,"Hind","nd"
"682",682,6.93211,47.80559,"Hend","nd"
"683",683,6.94324,47.80838,"Honde","nd"
"684",684,6.9473,47.82212,"Hunda","nd"
"685",685,6.95965,47.79904,"Hund-da","nd"
"686",686,6.979,47.78312,"Hunda (Hend)","nd"
"687",687,6.90688,47.80694,"Hunda","nd"
"688",688,6.99386,47.7727,"Hunda","nd"
"689",689,6.97173,47.78361,"Hend, Hunda","nd"
"690",690,7.02973,47.7953,"Hund","nd"
"691",691,7.05868,47.77527,"Hunde","nd"
"692",692,7.0544,47.75581,"Hundå","nd"
"693",693,7.02216,47.75778,"Hind","nd"
"694",694,7.0877,47.77839,"Hunde","nd"
"695",695,7.09999,47.79305,"Hunda","nd"
"696",696,7.10335,47.81019,"Hend","nd"
"697",697,7.12206,47.80704,"Hund","nd"
"698",698,7.07947,47.82929,"Hunda","nd"
"699",699,7.13352,47.77692,"Hunda","nd"
"700",700,7.15065,47.7618,"Hunda","nd"
"701",701,7.15487,47.82041,"Hund","nd"
"702",702,7.07084,47.78935,"Hund, Hunda","nd"
"703",703,7.17804,47.81981,"Hend","nd"
"704",704,7.17837,47.80918,"Hind","nd"
"705",705,7.24063,47.81047,"Hünd","nd"
"706",706,7.24063,47.81047,"Hünd","nd"
"707",707,7.25504,47.82648,"Hend","nd"
"708",708,7.17766,47.83549,"Hind","nd"
"709",709,7.28171,47.7605,"Hund","nd"
"710",710,7.34375,47.7517,"Hend","nd"
"711",711,7.34375,47.7517,"Hund","nd"
"712",712,7.35868,47.82216,"Hi(e)nd","nd"
"713",713,7.33993,47.81085,"Hund","nd"
"714",714,7.33579,47.79025,"Hend","nd"
"715",715,7.34839,47.78217,"Hund","nd"
"716",716,7.3698,47.78852,"Hunda","nd"
"717",717,7.37806,47.80152,"Hund","nd"
"718",718,7.34839,47.78217,"Hund","nd"
"719",719,7.35997,47.76894,"Hunde","nd"
"720",720,7.35997,47.76894,"Hunde","nd"
"721",721,7.38278,47.81739,"Hund(a)","nd"
"722",722,7.53969,47.81643,"Hind","nd"
"723",723,7.56012,47.81393,"Hund","nd"
"724",724,7.6208,47.82868,"Hund, Hind","nd"
"725",725,7.65681,47.83383,"Hund","nd"
"726",726,7.65195,47.82164,"Hunde","nd"
"727",727,7.64763,47.80664,"Hund","nd"
"728",728,7.62923,47.80821,"Hünd","nd"
"729",729,7.59221,47.78776,"Hünd","nd"
"730",730,7.65665,47.78685,"Hund","nd"
"731",731,7.59411,47.76239,"Hund","nd"
"732",732,7.64081,47.7737,"Hünd","nd"
"733",733,7.64434,47.75677,"Hünd","nd"
"734",734,7.57624,47.75579,"Hind","nd"
"735",735,7.55314,47.76918,"Hend","nd"
"736",736,7.50503,47.75908,"Hund","nd"
"737",737,7.50646,47.78661,"Hend","nd"
"738",738,7.51396,47.82468,"Hund","nd"
"739",739,7.67237,47.82744,"Hund","nd"
"740",740,7.67934,47.80555,"Hund, Hünd","nd"
"741",741,7.69904,47.80743,"Hind","nd"
"742",742,7.72688,47.77116,"Hünd","nd"
"743",743,7.82686,47.77616,"Hünd","nd"
"744",744,7.8271,47.79543,"Hünd","nd"
"745",745,7.70866,47.73257,"Hünd","nd"
"746",746,7.94634,47.82887,"Hünd","nd"
"747",747,7.93888,47.8175,"Hund","nd"
"748",748,7.93964,47.80434,"Hind","nd"
"749",749,7.91301,47.80054,"Hund, Hind","nd"
"750",750,7.89522,47.80317,"Hünd","nd"
"751",751,7.84054,47.80226,"Hind","nd"
"752",752,7.88227,47.79265,"Hind","nd"
"753",753,7.89443,47.78637,"Hünd","nd"
"754",754,7.92311,47.78574,"Hind","nd"
"755",755,7.97232,47.77964,"Hünd","nd"
"756",756,7.95327,47.76746,"Hund","nd"
"757",757,8.00438,47.74133,"Hund, Hünde","nd"
"758",758,7.88397,47.7603,"Hünd","nd"
"759",759,7.0913,47.75291,"Hund","nd"
"760",760,7.05724,47.73372,"Hunda","nd"
"761",761,7.09079,47.71688,"Hund","nd"
"762",762,7.14988,47.72886,"Hunda","nd"
"763",763,7.16039,47.71674,"der Hund","nd"
"764",764,7.0716,47.69963,"Hundä","nd"
"765",765,7.06248,47.68339,"Hind","nd"
"766",766,7.13461,47.6894,"Hund","nd"
"767",767,7.11319,47.70828,"Hunda","nd"
"768",768,7.04125,47.73832,"Hund","nd"
"769",769,7.16714,47.75272,"Hund","nd"
"770",770,7.2319,47.74911,"Hund","nd"
"771",771,7.26699,47.73596,"Hunda","nd"
"772",772,7.30295,47.71749,"Hunde","nd"
"773",773,7.28072,47.70069,"Hundä","nd"
"774",774,7.29485,47.69387,"Hunda","nd"
"775",775,7.30924,47.69692,"Hunda","nd"
"776",776,7.26494,47.67073,"Hunde, Hind","nd"
"777",777,7.26494,47.67073,"Hunda, Hind","nd"
"778",778,7.2159,47.68086,"Hunda","nd"
"779",779,7.26801,47.69023,"Hundea","nd"
"780",780,7.22481,47.70563,"Hunde","nd"
"781",781,7.1681,47.66772,"Hund","nd"
"782",782,7.20293,47.67101,"Hunda","nd"
"783",783,7.19368,47.69085,"Hunde","nd"
"784",784,7.22696,47.72682,"Hund, Hunde","nd"
"785",785,7.31747,47.72106,"Hunda","nd"
"786",786,7.39739,47.74412,"d'Hundr","nd"
"787",787,7.39739,47.74412,"Hunda","nd"
"788",788,7.41666,47.72864,"Hunda","nd"
"789",789,7.38892,47.72013,"Hünde","nd"
"790",790,7.35964,47.70073,"Hünd, Hünda","nd"
"791",791,7.40296,47.69288,"Hunda","nd"
"792",792,7.4066,47.68284,"Hind","nd"
"793",793,7.39601,47.68637,"Hunde","nd"
"794",794,7.36609,47.67219,"Hund","nd"
"795",795,7.36836,47.74966,"Hend","nd"
"796",796,7.39812,47.71239,"Hund","nd"
"797",797,7.52082,47.73028,"Hend","nd"
"798",798,7.55728,47.7319,"Hund, Hünd","nd"
"799",799,7.604,47.73928,"Hind","nd"
"800",800,7.642,47.73653,"Hünd","nd"
"801",801,7.63561,47.71579,"Hund (Hünd)","nd"
"802",802,7.6103,47.71116,"Hüng","ng"
"803",803,7.58442,47.7231,"Hüng","ng"
"804",804,7.54942,47.71753,"Hund","nd"
"805",805,7.53324,47.71013,"Hund","nd"
"806",806,7.50399,47.6877,"Hund (m)","nd"
"807",807,7.50399,47.6877,"Hénd","nd"
"808",808,7.50399,47.6877,"Hend","nd"
"809",809,7.50904,47.71353,"Hind","nd"
"810",810,7.54141,47.69158,"Hung","ng"
"811",811,7.56233,47.68899,"d' Hung","ng"
"812",812,7.59794,47.68033,"Hüng","ng"
"813",813,7.62775,47.69538,"Hung","ng"
"814",814,7.66224,47.71456,"Hünd","nd"
"815",815,7.56756,47.67374,"Hüng","ng"
"816",816,7.5497,47.67294,"Hin<U+035C>g","ng"
"817",817,7.52279,47.691,"d'Hünd","nd"
"818",818,7.70866,47.73257,"Hünd","nd"
"819",819,7.76723,47.74789,"Hünd","nd"
"820",820,7.79724,47.75076,"Hünd","nd"
"821",821,7.83139,47.7509,"Hünd","nd"
"822",822,7.82053,47.71127,"Hünd","nd"
"823",823,7.79638,47.72037,"Hund","nd"
"824",824,7.7724,47.72297,"Hunde","nd"
"825",825,7.73306,47.71161,"Hund","nd"
"826",826,7.76525,47.67775,"Hünd","nd"
"827",827,7.79819,47.6893,"Hünde","nd"
"828",828,7.73863,47.69047,"Hünd","nd"
"829",829,7.86972,47.73452,"d' Hünd","nd"
"830",830,7.90629,47.74318,"Hünd","nd"
"831",831,7.91432,47.73207,"d'Hund","nd"
"832",832,7.95137,47.7412,"Hünd","nd"
"833",833,7.88363,47.72839,"Hünd'","nd"
"834",834,7.8735,47.71532,"Hünd","nd"
"835",835,7.90412,47.7181,"de Hunde","nd"
"836",836,7.83666,47.71725,"Hünd","nd"
"837",837,7.85301,47.70753,"Hünd","nd"
"838",838,7.88873,47.70465,"Hünd","nd"
"839",839,7.93271,47.69725,"Hünd","nd"
"840",840,7.84055,47.68143,"Hünd","nd"
"841",841,7.86089,47.68233,"Hünd","nd"
"842",842,8.01336,47.76141,"Hund","nd"
"843",843,8.00438,47.74133,"Hünd","nd"
"844",844,7.0684,47.66973,"Hund, Hunda","nd"
"845",845,7.09169,47.66903,"Hund","nd"
"846",846,7.14982,47.65627,"d' Hunda","nd"
"847",847,7.15712,47.65028,"Hunde","nd"
"848",848,7.13318,47.64299,"Heng","ng"
"849",849,7.1214,47.63024,"d' Hunda","nd"
"850",850,7.1132,47.63625,"Hend","nd"
"851",851,7.09315,47.63072,"Heng","ng"
"852",852,7.05852,47.63139,"Hend","nd"
"853",853,7.02504,47.63178,"d'Hunde","nd"
"854",854,7.10508,47.6176,"Hunda","nd"
"855",855,7.11466,47.60658,"Hunda","nd"
"856",856,7.11911,47.59537,"Hund, Hunda","nd"
"857",857,7.14596,47.59468,"Hund, Hend","nd"
"858",858,7.1624,47.625,"d' Hend, d' Hunda","nd"
"859",859,7.41694,47.60722,"a Hund, d' Hunde","nd"
"860",860,7.46905,48.49622,"Hu(ö)nd","nd"
"861",861,7.46905,48.49622,"Hund u. Hind","nd"
"862",862,7.46905,48.49622,"Hund ","nd"
"863",863,7.49675,48.48669,"Hään","nn"
"864",864,7.43994,48.47577,"Hend","nd"
"865",865,7.43994,48.47577,"Hund","nd"
"866",866,7.48507,48.4622,"Hünd","nd"
"867",867,7.40011,48.36706,"Hend","nd"
"868",868,7.43298,48.46056,"Hund","nd"
"869",869,7.43298,48.46056,"Hind","nd"
"870",870,7.42423,48.4458,"Hu°nd, Hennd","nd"
"871",871,7.45184,48.41784,"Hund","nd"
"872",872,7.49064,48.41936,"Hund","nd"
"873",873,7.48432,48.43288,"Hund, Hund","nd"
"874",874,7.41771,48.47239,"Hend","nd"
"875",875,7.53227,48.50237,"Höin","nn"
"876",876,7.57348,48.49644,"Heïn","nn"
"877",877,7.66966,48.49284,"Hend","nd"
"878",878,7.56557,48.47613,"Hönd","nd"
"879",879,7.54397,48.44858,"Hund","nd"
"880",880,7.51765,48.45309,"Hund","nd"
"881",881,7.52068,48.42151,"Hünd","nd"
"882",882,7.6099,48.42013,"Hend","nd"
"883",883,7.6199,48.42864,"hind","nd"
"884",884,7.66295,48.4211,"Hend","nd"
"885",885,7.64596,48.45465,"Hend","nd"
"886",886,7.67959,48.4897,"Hund","nd"
"887",887,7.67959,48.4897,"Hund","nd"
"888",888,7.71556,48.48796,"Hond","nd"
"889",889,7.72339,48.46948,"Hind","nd"
"890",890,7.67249,48.46706,"Hend","nd"
"891",891,7.81393,48.46505,"Hind","nd"
"892",892,7.81569,48.44904,"Hind","nd"
"893",893,7.81161,48.43161,"Hind","nd"
"894",894,7.83346,48.49695,"Hund","nd"
"895",895,7.86191,48.49204,"Hind","nd"
"896",896,7.91766,48.49812,"Hind","nd"
"897",897,7.93242,48.4947,"Hund","nd"
"898",898,7.94796,48.49264,"Hint","nd"
"899",899,7.96625,48.48439,"Hund","nd"
"900",900,7.91883,48.48554,"Hünd","nd"
"901",901,7.9447,48.47195,"k.A.","0"
"902",902,7.98174,48.47408,"Hind","nd"
"903",903,7.97963,48.46469,"He<U+0307>nd, Hund","nd"
"904",904,7.97048,48.45192,"Hünd","nd"
"905",905,7.91883,48.48554,"Hünd","nd"
"906",906,7.99275,48.43199,"Hend","nd"
"907",907,7.94627,48.42199,"Hunde","nd"
"908",908,7.90797,48.42392,"Hünd","nd"
"909",909,7.83364,48.46521,"Hunde","nd"
"910",910,7.88679,48.45347,"Hund","nd"
"911",911,7.33005,48.40339,"Hend","nd"
"912",912,7.2921,48.36514,"Hund, Hend","nd"
"913",913,7.26349,48.3533,"Hend","nd"
"914",914,7.28942,48.35047,"Hund","nd"
"915",915,7.31832,48.35651,"Hend","nd"
"916",916,7.30273,48.34253,"Hind","nd"
"917",917,7.28546,48.33566,"Hund, Hind","nd"
"918",918,7.32386,48.33763,"Hund","nd"
"919",919,7.46795,48.4111,"Hend","nd"
"920",920,7.45244,48.40651,"Hund","nd"
"921",921,7.45244,48.40651,"Hund","nd"
"922",922,7.45244,48.40651,"Hend","nd"
"923",923,7.44252,48.39603,"Hünde","nd"
"924",924,7.44268,48.38403,"Hünd","nd"
"925",925,7.41747,48.38635,"Hend","nd"
"926",926,7.40011,48.36706,"Hünd', Hund'","nd"
"927",927,7.38628,48.36613,"Hend","nd"
"928",928,7.49786,48.39782,"Hend","nd"
"929",929,7.48841,48.37831,"Hund, Hünd","nd"
"930",930,7.47022,48.38171,"k.A.","0"
"931",931,7.4655,48.35803,"Hend","nd"
"932",932,7.4655,48.35803,"Hund","nd"
"933",933,7.4322,48.36386,"Hund","nd"
"934",934,7.41957,48.3503,"Hund","nd"
"935",935,7.41844,48.34128,"Hund","nd"
"936",936,7.5965,48.41075,"Hund","nd"
"937",937,7.58855,48.39622,"Hi°nd","nd"
"938",938,7.57276,48.37779,"Hend","nd"
"939",939,7.59385,48.37263,"Hound","nd"
"940",940,7.59385,48.37263,"Hend","nd"
"941",941,7.59385,48.37263,"Heind","nd"
"942",942,7.61417,48.38275,"Hend","nd"
"943",943,7.62677,48.39642,"Hend","nd"
"944",944,7.63886,48.40167,"Hind","nd"
"945",945,7.6323,48.3467,"Hend","nd"
"946",946,7.61683,48.33696,"Hünd","nd"
"947",947,7.57814,48.35799,"Hünd","nd"
"948",948,7.55199,48.34632,"Hind","nd"
"949",949,7.5423,48.33798,"Hund","nd"
"950",950,7.77738,48.40898,"Hund","nd"
"951",951,7.75477,48.38593,"Hend","nd"
"952",952,7.81571,48.38829,"Hund","nd"
"953",953,7.78326,48.36703,"Hind","nd"
"954",954,7.76001,48.34931,"Hind","nd"
"955",955,7.71659,48.34964,"Hund","nd"
"956",956,7.68912,48.35924,"Hund, Heend","nd"
"957",957,7.69824,48.38295,"Hund","nd"
"958",958,7.82557,48.3325,"Hind","nd"
"959",959,7.891,48.41717,"Hind","nd"
"960",960,7.90095,48.39821,"Hind","nd"
"961",961,7.93733,48.40041,"Hind","nd"
"962",962,7.98716,48.40675,"Hünd","nd"
"963",963,7.99239,48.38717,"Hünd","nd"
"964",964,7.89815,48.37746,"Hund, Hind","nd"
"965",965,7.87515,48.37378,"Hind","nd"
"966",966,7.84148,48.4057,"Hünd","nd"
"967",967,7.85268,48.38219,"Hend","nd"
"968",968,7.83742,48.36009,"Hund","nd"
"969",969,7.85875,48.34966,"Hund","nd"
"970",970,7.87603,48.34018,"Hint","nd"
"971",971,7.90787,48.33884,"Hünd","nd"
"972",972,7.31338,48.32872,"Hend","nd"
"973",973,7.32766,48.31529,"Hend","nd"
"974",974,7.30201,48.28406,"Hind","nd"
"975",975,7.28169,48.2709,"Hend","nd"
"976",976,7.33562,48.32669,"Hend","nd"
"977",977,7.36093,48.3272,"Hend","nd"
"978",978,7.35364,48.32384,"Hend","nd"
"979",979,7.33937,48.3063,"Hend","nd"
"980",980,7.42838,48.32103,"Hind","nd"
"981",981,7.4217,48.30979,"Hend","nd"
"982",982,7.4198,48.28734,"Hend","nd"
"983",983,7.39919,48.27183,"Hund, Hend","nd"
"984",984,7.39476,48.25441,"Hund","nd"
"985",985,7.45232,48.2578,"Hend","nd"
"986",986,7.45232,48.2578,"Hund, Hünd","nd"
"987",987,7.45232,48.2578,"Hend","nd"
"988",988,7.50132,48.30759,"Hend","nd"
"989",989,7.52112,48.31139,"Hund","nd"
"990",990,7.61297,48.31375,"Hend","nd"
"991",991,7.66174,48.29015,"Hind","nd"
"992",992,7.60713,48.28366,"Hund, Hond","nd"
"993",993,7.56768,48.29055,"Hund, Hend","nd"
"994",994,7.53321,48.2674,"Hend","nd"
"995",995,7.58962,48.26345,"Hund","nd"
"996",996,7.60327,48.25126,"Hund","nd"
"997",997,7.60327,48.25126,"Hund","nd"
"998",998,7.68036,48.33214,"Hünd","nd"
"999",999,7.67044,48.30971,"Hund","nd"
"1000",1000,7.72032,48.88168,"Hind","nd"
"1001",1001,7.75888,48.32591,"Hünd","nd"
"1002",1002,7.82466,48.29439,"Hund","nd"
"1003",1003,7.80753,48.31925,"Hind","nd"
"1004",1004,7.81323,48.28708,"Hind","nd"
"1005",1005,7.79862,48.27835,"Hünd","nd"
"1006",1006,7.81401,48.26606,"Hund","nd"
"1007",1007,7.81361,48.25631,"Hind","nd"
"1008",1008,7.74182,48.29235,"Hund,Hind","nd"
"1009",1009,7.74182,48.29235,"Hind","nd"
"1010",1010,7.72571,48.26873,"Hint","nd"
"1011",1011,7.83797,48.32639,"Hund","nd"
"1012",1012,7.86031,48.31851,"Hund","nd"
"1013",1013,7.86031,48.31851,"Hind","nd"
"1014",1014,7.9231,48.33196,"Hünd","nd"
"1015",1015,8.0327,48.36461,"Hünd","nd"
"1016",1016,7.94104,48.30987,"Hund, Hünd","nd"
"1017",1017,7.95069,48.29243,"Hind","nd"
"1018",1018,7.95562,48.27087,"Hind","nd"
"1019",1019,7.85658,48.27938,"Hind","nd"
"1020",1020,7.85339,48.26704,"Hind","nd"
"1021",1021,7.85884,48.24754,"Hind","nd"
"1022",1022,7.17972,48.24483,"Hend","nd"
"1023",1023,7.28169,48.2709,"Hund","nd"
"1024",1024,7.17972,48.24483,"Hind","nd"
"1025",1025,7.17972,48.24483,"Hund","nd"
"1026",1026,7.30397,48.22949,"Hund","nd"
"1027",1027,7.30397,48.22949,"Hend","nd"
"1028",1028,7.32486,48.19355,"Hend","nd"
"1029",1029,7.31874,48.17063,"Hund","nd"
"1030",1030,7.31671,48.18091,"Hend","nd"
"1031",1031,7.38445,48.24184,"Hund","nd"
"1032",1032,7.38445,48.24184,"Hend","nd"
"1033",1033,7.35716,48.22457,"Hund","nd"
"1034",1034,7.35777,48.20604,"Hond, Hend","nd"
"1035",1035,7.39289,48.18656,"Hend","nd"
"1036",1036,7.43355,48.18466,"Hund","nd"
"1037",1037,7.36295,48.21541,"Hend","nd"
"1038",1038,7.52018,48.23003,"Hund","nd"
"1039",1039,7.53925,48.23746,"Hund","nd"
"1040",1040,7.56377,48.22957,"Hund","nd"
"1041",1041,7.57481,48.2329,"Hund","nd"
"1042",1042,7.59489,48.2251,"Hend","nd"
"1043",1043,7.61664,48.23405,"Hund","nd"
"1044",1044,7.64715,48.22339,"Hind","nd"
"1045",1045,7.57377,48.20951,"Hund","nd"
"1046",1046,7.55134,48.21037,"Hund","nd"
"1047",1047,7.51527,48.20131,"Hund","nd"
"1048",1048,7.50726,48.18379,"Hund","nd"
"1049",1049,7.57052,48.18862,"Hund, Hend","nd"
"1050",1050,7.56598,48.18437,"Hund","nd"
"1051",1051,7.71317,48.23982,"Hind","nd"
"1052",1052,7.71048,48.22667,"Hind","nd"
"1053",1053,7.67618,48.19761,"Hind","nd"
"1054",1054,7.78041,48.24632,"Hind","nd"
"1055",1055,7.82007,48.23676,"Hund","nd"
"1056",1056,7.82928,48.21892,"Hünd","nd"
"1057",1057,7.80659,48.21534,"Hind","nd"
"1058",1058,7.77743,48.22249,"Hind","nd"
"1059",1059,7.79647,48.20762,"Hünd","nd"
"1060",1060,7.8306,48.20842,"Hind","nd"
"1061",1061,7.81384,48.19396,"Budel","0"
"1062",1062,7.81686,48.17869,"Hünd","nd"
"1063",1063,7.77005,48.19298,"Hind","nd"
"1064",1064,7.76731,48.16962,"Hund","nd"
"1065",1065,7.82936,48.1638,"Hind","nd"
"1066",1066,7.88015,48.24152,"Hind","nd"
"1067",1067,7.95383,48.24804,"Hund","nd"
"1068",1068,7.96799,48.22021,"Hund, (Hind)","nd"
"1069",1069,7.89687,48.18611,"Hund","nd"
"1070",1070,7.90612,48.17863,"Hind","nd"
"1071",1071,7.98858,48.1762,"Hund, Hind","nd"
"1072",1072,7.32779,48.69001,"Hund","nd"
"1073",1073,7.31728,48.67755,"Hond","nd"
"1074",1074,7.34837,48.75567,"Hend","nd"
"1075",1075,7.36605,48.73948,"Hind","nd"
"1076",1076,7.36605,48.73948,"Hund","nd"
"1077",1077,7.36605,48.73948,"Hund","nd"
"1078",1078,7.37883,48.7258,"Hund","nd"
"1079",1079,7.4132,48.71301,"Hönd","nd"
"1080",1080,7.43921,48.71868,"Hönd","nd"
"1081",1081,7.46448,48.71956,"Hund","nd"
"1082",1082,7.48491,48.73763,"Hund, Hend","nd"
"1083",1083,7.48491,48.73763,"Hund","nd"
"1084",1084,7.48538,48.70717,"Hing","ng"
"1085",1085,7.46258,48.69969,"Hönd","nd"
"1086",1086,7.45106,48.70358,"Hung","ng"
"1087",1087,7.41619,48.69645,"Heöng","ng"
"1088",1088,7.44376,48.69162,"Hünd","nd"
"1089",1089,7.44963,48.68592,"Hönd","nd"
"1090",1090,7.46052,48.68079,"Höhnd","nd"
"1091",1091,7.49655,48.69022,"Heund","nd"
"1092",1092,7.35204,48.70268,"Hund","nd"
"1093",1093,7.38108,48.69056,"Hend","nd"
"1094",1094,7.4064,48.68515,"Hund","nd"
"1095",1095,7.35926,48.6727,"Hend","nd"
"1096",1096,7.45086,48.67123,"Hund","nd"
"1097",1097,7.33939,48.71422,"Hund","nd"
"1098",1098,7.43629,48.73254,"Höünd","nd"
"1099",1099,7.58895,48.71645,"Hung","ng"
"1100",1100,7.56211,48.7324,"Hünd","nd"
"1101",1101,7.58822,48.7411,"Hund","nd"
"1102",1102,7.62965,48.74804,"Hung","ng"
"1103",1103,7.63371,48.72198,"Hung","ng"
"1104",1104,7.61598,48.71578,"Hünd","nd"
"1105",1105,7.63107,48.7093,"Hünd","nd"
"1106",1106,7.65824,48.70895,"Hind","nd"
"1107",1107,7.65125,48.70026,"Hung, Hind","nd"
"1108",1108,7.6354,48.69228,"Hung","ng"
"1109",1109,7.60781,48.69592,"Hünd","nd"
"1110",1110,7.61546,48.67598,"Hun<U+035E>g","ng"
"1111",1111,7.65758,48.67898,"Hun","nn"
